sample_index,healthy_sensor,faulty_sensor,healthy_ground_truth,healthy_prediction,faulty_prediction,prediction_error,residual,severity
0,11.05984585,11.228352046497308,221.6221,227.35284458978634,227.74779318936464,0.3949485995782993,6.125693189364654,0.05
1,11.05984585,10.484742654926505,221.6221,227.35284458978634,226.1045346511595,-1.2483099386268464,4.482434651159508,0.05
2,11.05984585,11.474839577178379,221.6221,227.35284458978634,228.32551618756662,0.9726715977802769,6.703416187566631,0.05
3,11.05984585,11.579970888761789,221.6221,227.35284458978634,228.57192531165134,1.219080721864998,6.949825311651352,0.05
4,11.05984585,9.980938428278145,221.6221,227.35284458978634,225.364157021864,-1.9886875679223408,3.7420570218640137,0.05
5,11.05984585,10.339750619253687,221.6221,227.35284458978634,225.8914581147589,-1.4613864750274388,4.269358114758916,0.05
6,11.05984585,11.130540607621601,221.6221,227.35284458978634,227.51854054697117,0.16569595718482333,5.896440546971178,0.05
7,11.05984585,10.88496613387378,221.6221,227.35284458978634,226.9429575920709,-0.40988699771543224,5.320857592070922,0.05
8,11.05984585,11.05055493939505,221.6221,227.35284458978634,227.331068345301,-0.02177624448535198,5.7089683453010025,0.05
9,11.05984585,10.588119132887883,221.6221,227.35284458978634,226.2564540429185,-1.0963905468678377,4.634354042918517,0.05
10,11.05984585,11.546146152139253,221.6221,227.35284458978634,228.4926461359421,1.139801546155752,6.8705461359421065,0.05
11,11.05984585,11.489958795460865,221.6221,227.35284458978634,228.36095295019925,1.0081083604129049,6.738852950199259,0.05
12,11.05984585,11.09636031681975,221.6221,227.35284458978634,227.4384280154086,0.08558342562224652,5.816328015408601,0.05
13,11.05984585,11.68320154924172,221.6221,227.35284458978634,228.81387964708557,1.4610350572992274,7.191779647085582,0.05
14,11.05984585,11.318374912937127,221.6221,227.35284458978634,227.95879080114116,0.6059462113548193,6.336690801141174,0.05
15,11.05984585,10.584663741022228,221.6221,227.35284458978634,226.251376088621,-1.1014685011653569,4.629276088620998,0.05
16,11.05984585,11.263762191450954,221.6221,227.35284458978634,227.8307882806493,0.47794369086295774,6.208688280649312,0.05
17,11.05984585,10.52959116232921,221.6221,227.35284458978634,226.1704428548465,-1.1824017349398446,4.54834285484651,0.05
18,11.05984585,11.545622095967225,221.6221,227.35284458978634,228.49141784134184,1.1385732515554992,6.869317841341854,0.05
19,11.05984585,11.032237206028562,221.6221,227.35284458978634,227.2881348313357,-0.06470975845064686,5.666034831335708,0.05
20,11.05984585,10.95761838778614,221.6221,227.35284458978634,227.11324157292955,-0.23960301685679042,5.491141572929564,0.05
21,11.05984585,10.683297060209085,221.6221,227.35284458978634,226.47028109780683,-0.8825634919795107,4.848181097806844,0.05
22,11.05984585,11.735901787549372,221.6221,227.35284458978634,228.9104013966317,1.557556806845355,7.288301396631709,0.05
23,11.05984585,10.974392237451935,221.6221,227.35284458978634,227.15255649767863,-0.20028809210771215,5.530456497678642,0.05
24,11.05984585,10.822983865680492,221.6221,227.35284458978634,226.79768216285527,-0.5551624269310764,5.175582162855278,0.05
25,11.05984585,10.86511871064935,221.6221,227.35284458978634,226.8964387567362,-0.45640583305015525,5.274338756736199,0.05
26,11.05984585,11.354208726837955,221.6221,227.35284458978634,228.0427788971985,0.6899343074121589,6.420678897198513,0.05
27,11.05984585,11.26193360093321,221.6221,227.35284458978634,227.82650238921525,0.4736577994289064,6.204402389215261,0.05
28,11.05984585,11.288083803075978,221.6221,227.35284458978634,227.88779381902413,0.5349492292377818,6.265693819024136,0.05
29,11.05984585,11.298086544110479,221.6221,227.35284458978634,227.9112384676224,0.5583938778360675,6.289138467622422,0.05
30,11.05984585,12.244160466532481,221.6221,227.35284458978634,229.82767474815057,2.4748301583642274,8.205574748150582,0.05
31,11.05984585,10.835101478383047,221.6221,227.35284458978634,226.8260836950637,-0.5267608947226563,5.203983695063698,0.05
32,11.05984585,10.776579568934274,221.6221,227.35284458978634,226.6889187322201,-0.6639258575662552,5.066818732220099,0.05
33,11.05984585,10.609835803432228,221.6221,227.35284458978634,226.29810095790452,-1.05474363188182,4.6760009579045345,0.05
34,11.05984585,11.400477723022851,221.6221,227.35284458978634,228.15122520734593,0.7983806175595873,6.529125207345942,0.05
35,11.05984585,11.684158826320706,221.6221,227.35284458978634,228.81612333455598,1.4632787447696387,7.194023334555993,0.05
36,11.05984585,10.996833784166885,221.6221,227.35284458978634,227.20515549778474,-0.14768909200159896,5.5830554977847555,0.05
37,11.05984585,10.595245793745768,221.6221,227.35284458978634,226.2669271989413,-1.0859173908450543,4.6448271989413,0.05
38,11.05984585,10.603914092411715,221.6221,227.35284458978634,226.2842215189089,-1.068623070877436,4.6621215189089185,0.05
39,11.05984585,11.419618647223148,221.6221,227.35284458978634,228.19608813443523,0.8432435446488853,6.57398813443524,0.05
40,11.05984585,11.470859678043977,221.6221,227.35284458978634,228.31618801078577,0.963343420999422,6.6940880107857765,0.05
41,11.05984585,11.36020597401125,221.6221,227.35284458978634,228.05683537952171,0.7039907897353714,6.434735379521726,0.05
42,11.05984585,10.691824111285422,221.6221,227.35284458978634,226.49026699121077,-0.8625775985755695,4.868166991210785,0.05
43,11.05984585,11.1882292722725,221.6221,227.35284458978634,227.65375253198425,0.3009079421979095,6.031652531984264,0.05
44,11.05984585,11.124372203098948,221.6221,227.35284458978634,227.50408290221685,0.15123831243050745,5.881982902216862,0.05
45,11.05984585,11.180778958448785,221.6221,227.35284458978634,227.6362903194826,0.28344572969626824,6.014190319482623,0.05
46,11.05984585,11.541739247668044,221.6221,227.35284458978634,228.48231713448354,1.1294725446971938,6.860217134483548,0.05
47,11.05984585,11.183492465109707,221.6221,227.35284458978634,227.64265029720417,0.28980570741782685,6.020550297204181,0.05
48,11.05984585,11.435279817652471,221.6221,227.35284458978634,228.23279513665477,0.8799505468684288,6.610695136654783,0.05
49,11.05984585,11.09721655456168,221.6221,227.35284458978634,227.44043488461648,0.08759029483013592,5.81833488461649,0.05
50,11.05984585,11.219726649087796,221.6221,227.35284458978634,227.72757678962085,0.37473219983451145,6.105476789620866,0.05
51,11.05984585,11.408943373234713,221.6221,227.35284458978634,228.17106718802808,0.8182225982417322,6.548967188028087,0.05
