sample_index,healthy_sensor,faulty_sensor,healthy_ground_truth,healthy_prediction,faulty_prediction,prediction_error,residual,severity
0,36.10897,36.65912099456702,3.193121,3.101442546497107,3.1321005390742456,0.030657992577138415,-0.06102046092575453,0.05
1,36.10897,34.23133225536426,3.193121,3.101442546497107,2.965516505201783,-0.13592604129532404,-0.22760449479821698,0.05
2,36.10897,37.46387098579197,3.193121,3.101442546497107,3.1769464441095416,0.07550389761243448,-0.016174555890458464,0.05
3,36.10897,37.80711115636144,3.193121,3.101442546497107,3.196074019457791,0.09463147296068364,0.0029530194577906954,0.05
4,36.10897,32.58647644519772,3.193121,3.101442546497107,2.827410393640197,-0.2740321528569103,-0.36571060635980324,0.05
5,36.10897,33.757951962604686,3.193121,3.101442546497107,2.925583883085571,-0.17585866341153622,-0.26753711691442916,0.05
6,36.10897,36.33977926413777,3.193121,3.101442546497107,3.114304740288539,0.012862193791431942,-0.078816259711461,0.05
7,36.10897,35.53801028601717,3.193121,3.101442546497107,3.0607339812677625,-0.04070856522934463,-0.13238701873223757,0.05
8,36.10897,36.078636375385614,3.193121,3.101442546497107,3.099462179184387,-0.0019803673127203325,-0.09365882081561328,0.05
9,36.10897,34.56884312052817,3.193121,3.101442546497107,2.9909633695360847,-0.1104791769610225,-0.20215763046391544,0.05
10,36.10897,37.69667775461913,3.193121,3.101442546497107,3.1899199518575903,0.0884774053604831,-0.003201048142409846,0.05
11,36.10897,37.51323328313229,3.193121,3.101442546497107,3.179697232457458,0.07825468596035101,-0.013423767542541931,0.05
12,36.10897,36.22818502386585,3.193121,3.101442546497107,3.108085983213311,0.006643436716204043,-0.0850350167866889,0.05
13,36.10897,38.144145946258625,3.193121,3.101442546497107,3.2148557906241524,0.11341324412704523,0.02173479062415229,0.05
14,36.10897,36.95303404070494,3.193121,3.101442546497107,3.14847928613788,0.04703673964077293,-0.044641713862120014,0.05
15,36.10897,34.55756171182615,3.193121,3.101442546497107,2.9901512178099803,-0.11129132868712688,-0.20296978219001982,0.05
16,36.10897,36.77473054999557,3.193121,3.101442546497107,3.1385430556327463,0.037100509135639115,-0.05457794436725383,0.05
17,36.10897,34.377756846657185,3.193121,3.101442546497107,2.9772070159406963,-0.1242355305564109,-0.21591398405930384,0.05
18,36.10897,37.69496677881977,3.193121,3.101442546497107,3.189824605154819,0.08838205865771176,-0.003296394845181183,0.05
19,36.10897,36.018831338898735,3.193121,3.101442546497107,3.095307374279049,-0.006135172218058038,-0.09781362572095098,0.05
20,36.10897,35.77521052303076,3.193121,3.101442546497107,3.077810091797143,-0.023632454699964,-0.11531090820285694,0.05
21,36.10897,34.87958677545022,3.193121,3.101442546497107,3.0133338910185263,-0.08810865547858082,-0.17978710898147376,0.05
22,36.10897,38.31620542609702,3.193121,3.101442546497107,3.224444064221411,0.12300151772430379,0.031323064221410846,0.05
23,36.10897,35.8299749783931,3.193121,3.101442546497107,3.0817526000535556,-0.019689946443551598,-0.11136839994644454,0.05
24,36.10897,35.33564617596735,3.193121,3.101442546497107,3.046165733133202,-0.05527681336390522,-0.14695526686679816,0.05
25,36.10897,35.47321100947135,3.193121,3.101442546497107,3.0560690634647627,-0.04537348303234445,-0.1370519365352374,0.05
26,36.10897,37.07002682059352,3.193121,3.101442546497107,3.1549988849622452,0.053556338465138076,-0.03812211503775487,0.05
27,36.10897,36.76876043784003,3.193121,3.101442546497107,3.1382103621432207,0.03676781564611353,-0.05491063785677941,0.05
28,36.10897,36.854137474507056,3.193121,3.101442546497107,3.1429681260702966,0.041525579573189475,-0.05015287392970347,0.05
29,36.10897,36.88679513364907,3.193121,3.101442546497107,3.1447880233011483,0.043345476804041105,-0.04833297669885184,0.05
30,36.10897,39.97560444852017,3.193121,3.101442546497107,3.2795723830588295,0.17812983656172232,0.08645138305882938,0.05
31,36.10897,35.37520861829092,3.193121,3.101442546497107,3.0490138442752275,-0.052428702221879675,-0.14410715572477262,0.05
32,36.10897,35.184142133161885,3.193121,3.101442546497107,3.035258915276835,-0.06618363122027215,-0.1578620847231651,0.05
33,36.10897,34.639745248443965,3.193121,3.101442546497107,2.9960676332935825,-0.10537491320352466,-0.1970533667064176,0.05
34,36.10897,37.22108912451979,3.193121,3.101442546497107,3.1634170593147295,0.06197451281762234,-0.029703940685270602,0.05
35,36.10897,38.14727133243449,3.193121,3.101442546497107,3.215029957474942,0.11358741097783476,0.021908957474941815,0.05
36,36.10897,35.90324373349819,3.193121,3.101442546497107,3.0870272379555925,-0.014415308541514626,-0.10609376204440757,0.05
37,36.10897,34.59211074890272,3.193121,3.101442546497107,2.992638412524585,-0.10880413397252209,-0.20048258747541503,0.05
38,36.10897,34.62041162585207,3.193121,3.101442546497107,2.9946758004671516,-0.1067667460299555,-0.19844519953284845,0.05
39,36.10897,37.28358177288892,3.193121,3.101442546497107,3.1668995562451108,0.06545700974800361,-0.02622144375488933,0.05
40,36.10897,37.450877128517995,3.193121,3.101442546497107,3.1762223418470943,0.07477979534998713,-0.01689865815290581,0.05
41,36.10897,37.089607058980214,3.193121,3.101442546497107,3.156090023229823,0.05464747673271564,-0.037030976770177304,0.05
42,36.10897,34.90742649724019,3.193121,3.101442546497107,3.0153380802738936,-0.08610446622321355,-0.1777829197261065,0.05
43,36.10897,36.528125312488825,3.193121,3.101442546497107,3.124800607440109,0.023358060943001746,-0.0683203925598912,0.05
44,36.10897,36.31964021908441,3.193121,3.101442546497107,3.1131824616780235,0.011739915180916327,-0.07993853832197662,0.05
45,36.10897,36.5038009989315,3.193121,3.101442546497107,3.123445098440128,0.0220025519430207,-0.06967590155987224,0.05
46,36.10897,37.682289780003394,3.193121,3.101442546497107,3.1891181603070407,0.0876756138099335,-0.004002839692959448,0.05
47,36.10897,36.51266024814193,3.193121,3.101442546497107,3.1239387934424347,0.02249624694532759,-0.06918220655756535,0.05
48,36.10897,37.33471347407781,3.193121,3.101442546497107,3.1697489472868177,0.06830640078971051,-0.023372052713182434,0.05
49,36.10897,36.230980529640114,3.193121,3.101442546497107,3.1082417669819917,0.006799220484884572,-0.08487923301800837,0.05
50,36.10897,36.63096018468573,3.193121,3.101442546497107,3.1305312355397024,0.029088689042595206,-0.06258976446029774,0.05
51,36.10897,37.248728380407854,3.193121,3.101442546497107,3.1649572984676566,0.06351475197054945,-0.028163701532343488,0.05
52,36.10897,33.47815021077532,3.193121,3.101442546497107,2.9019808354003334,-0.1994617110967738,-0.29114016459966674,0.05
53,36.10897,35.531820081934534,3.193121,3.101442546497107,3.06028834676737,-0.04115419972973733,-0.13283265323263027,0.05
54,36.10897,35.25973639686605,3.193121,3.101442546497107,3.0407009671847587,-0.06074157931234847,-0.1524200328152414,0.05
55,36.10897,34.95550894720583,3.193121,3.101442546497107,3.0187995491175736,-0.08264299737953351,-0.17432145088242645,0.05
56,36.10897,35.61221483523616,3.193121,3.101442546497107,3.066075987246338,-0.035366559250769036,-0.12704501275366198,0.05
57,36.10897,38.80800954795617,3.193121,3.101442546497107,3.2519642796751866,0.1505217331780795,0.058843279675186544,0.05
58,36.10897,34.54575651091831,3.193121,3.101442546497107,2.989301358138414,-0.11214118835869336,-0.2038196418615863,0.05
59,36.10897,37.85714670287966,3.193121,3.101442546497107,3.1988623256299094,0.0974197791328022,0.005741325629909255,0.05
60,36.10897,33.0706352951409,3.193121,3.101442546497107,2.8676043744837085,-0.23383817201339863,-0.32551662551629157,0.05
61,36.10897,35.50435232493973,3.193121,3.101442546497107,3.05831093536027,-0.043131611136836945,-0.1348100646397299,0.05
