target,representative_id,sensor,fault_type,severity,random_seed,repetition,healthy_noise,n_samples,mae,rmse,r2,residual_mean,residual_standard_deviation,residual_rms,residual_maximum,residual_minimum,residual_skewness,residual_kurtosis
MF_IA,MF_IA_High,P_IM,lag,0.0125,42,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.42097449578603424,6.734236637771744,6.747381908533827,20.52335820546955,-16.159478686492548,0.11400340793554356,2.841803307546808
MF_IA,MF_IA_High,P_IM,lag,0.02,43,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,-0.16927424925764625,6.645811775688539,6.647967202787796,15.248653469088822,-19.255468042159237,0.04290958799763557,2.507001063111926
MF_IA,MF_IA_High,P_IM,lag,0.0275,44,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,-0.28435964412656023,6.703824792015406,6.70985299758856,24.654127674260508,-19.296195758890917,0.1571538391017456,3.272899307001262
MF_IA,MF_IA_High,P_IM,lag,0.035,45,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.87990000391703,7.207985570633569,7.261492959671236,22.03916767155488,-19.214855874527984,0.0781699314867961,3.0610964294937615
MF_IA,MF_IA_High,P_IM,lag,0.0425,46,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.24073332529260066,6.8624331929543105,6.8666543426669975,24.369936802906977,-20.409636019787285,0.14191348502959175,3.169751946369296
MF_IA,MF_IA_High,P_IM,lag,0.05,47,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.29745623782160996,6.598775086065135,6.605475974514851,17.674458947297126,-18.062850878124664,-0.15666435816641203,2.753706489021223
MF_IA,MF_IA_High,P_IM,lag,0.0625,48,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,-0.34062594786738526,7.116611107135673,7.124758219516462,20.774638824325848,-20.902423342864267,0.005419879206848493,2.9424138609861115
MF_IA,MF_IA_High,P_IM,lag,0.075,49,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.17069243727086966,7.164759310225459,7.1667923007161205,20.588731267504045,-21.978226755274136,-0.23878957752062485,3.066156564883227
MF_IA,MF_IA_High,P_IM,lag,0.0875,50,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.1765087486482192,6.718673072933681,6.720991236366365,17.91539889203159,-23.698006506227102,-0.14377312255428018,3.0846705345153276
MF_IA,MF_IA_High,P_IM,lag,0.1,51,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.6562881988236965,6.835185840464093,6.866620688052899,18.43363676811191,-15.830575385315115,0.08076593532514707,2.6561866067863344
MF_IA,MF_IA_High,P_IM,lag,0.125,52,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.09634985158804435,6.921405467366603,6.922076056906146,18.645518733132803,-21.190028682980483,-0.028225127521734117,3.0262800173878652
MF_IA,MF_IA_High,P_IM,lag,0.15,53,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.19260892885443354,7.0354012939054735,7.038037337621993,21.434924340792804,-20.131549110261858,-0.009473763183715338,3.0724616281224115
MF_IA,MF_IA_High,P_IM,lag,0.175,54,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.19222301545819923,7.165618320938422,7.168196119599422,19.377815093162553,-18.176240250159026,0.04824302559672142,2.5912299583738068
MF_IA,MF_IA_High,P_IM,lag,0.2,55,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,-0.5698397048039161,6.778259371460732,6.80217005050346,16.761538389590896,-18.47665376074019,-0.08921043090034142,2.6861778626679262
MF_IA,MF_IA_High,P_IM,lag,0.225,56,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,-0.1917878991707668,6.596500208066637,6.599287658019729,23.577058202162334,-16.181962604256114,0.246604521298991,3.3447076437736065
MF_IA,MF_IA_High,P_IM,lag,0.25,57,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.045491569052746095,7.372563381203374,7.372703730160043,23.918238791301064,-20.553327208299834,-0.026129435284599947,2.9841991249643285
MF_IA,MF_IA_High,P_IM,lag,0.275,58,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,-0.5960409166993372,6.632705582082842,6.659433017380134,19.25063892066919,-21.027858548064387,-0.02085838389005976,3.112381913440732
MF_IA,MF_IA_High,P_IM,lag,0.3,59,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.06469515244662716,6.723511978404311,6.723823226892297,20.135840156622635,-15.887934052241235,0.1062172441934155,2.934150141808214
MF_IA,MF_IA_High,P_IM,lag,0.35,60,1,0.02,300,33.16060773089271,33.16060773089271,-2.1269858377134494e+28,0.10531512654858488,6.846657585723189,6.847467515222021,21.51895806164839,-15.66004239647782,0.015527349285162728,2.9532474284024506
