sample_index,healthy_sensor,faulty_sensor,healthy_ground_truth,healthy_prediction,faulty_prediction,residual,prediction_error,fault_type,severity
204,11.313601222778939,11.352120242505869,221.6221,227.9476021191697,228.03788386081806,0.09028174164836855,-6.415783860818067,oscillation,0.05
205,11.076093557414087,11.301274812994858,221.6221,227.39092633053502,227.91871120368262,0.5277848731475956,-6.29661120368263,oscillation,0.05
206,10.731817817731551,11.247766530677236,221.6221,226.5840051366393,227.79329729246479,1.2092921558254943,-6.171197292464797,oscillation,0.05
207,11.331889864427,11.192185567825538,221.6221,227.99046744731356,227.66302538616208,-0.327442061151487,-6.040925386162087,oscillation,0.05
208,10.711212180375412,11.135144957445776,221.6221,226.5357091820311,227.52933232527272,0.9936231432416207,-5.90723232527273,oscillation,0.05
209,10.83586525341485,11.077273831799289,221.6221,226.82787384809922,227.39369268408905,0.5658188359898304,-5.7715926840890575,oscillation,0.05
210,10.987694027507057,11.019210483357027,221.6221,227.1837335313033,227.25760250680895,0.07386897550566118,-5.635502506808962,oscillation,0.05
211,11.064964605353849,10.96159532472087,221.6221,227.3648420432961,227.1225628068404,-0.24227923645571536,-5.500462806840403,oscillation,0.05
212,10.910212298829265,10.905063825160845,221.6221,227.00213011926076,226.99006301129953,-0.01206710796122934,-5.367963011299537,oscillation,0.05
213,11.429399519693382,10.850239501675071,221.6221,228.21901276252066,226.86156453329903,-1.3574482292216317,-5.239464533299042,oscillation,0.05
214,11.012282863498747,10.797727041877884,221.6221,227.24136539613698,226.73848465322078,-0.5028807429162043,-5.116384653220791,oscillation,0.05
215,10.983476010654455,10.748105634567588,221.6221,227.1738472488782,226.6221808867502,-0.5516663621280031,-5.000080886750197,oscillation,0.05
216,10.845215913596066,10.701922581534674,221.6221,226.84979013498065,226.51393601208815,-0.33585412289249916,-4.891836012088163,oscillation,0.05
217,11.062687002801486,10.659687261069395,221.6221,227.3595037473927,226.4149439214869,-0.9445598259057988,-4.792843921486906,oscillation,0.05
218,11.120402664443299,10.621865509748453,221.6221,227.49477900855828,226.3262964531545,-1.1684825554037843,-4.704196453154509,oscillation,0.05
219,10.916317409915507,10.588874484467222,221.6221,227.01643941544046,226.25756408801527,-0.7588753274251872,-4.635464088015283,oscillation,0.05
220,10.796588664121611,10.561078061386928,221.6221,226.73581649792453,226.21671518533714,-0.5191013125873951,-4.5946151853371475,oscillation,0.05
221,11.384030954470516,10.53878282254435,221.6221,228.11267690264037,226.18395068038552,-1.928726222254852,-4.5618506803855325,oscillation,0.05
222,11.002359381760629,10.52223467438994,221.6221,227.21810651725372,226.1596319509033,-1.0584745663504123,-4.537531950903315,oscillation,0.05
223,11.013447798439522,10.51161613555034,221.6221,227.24409579675745,226.1440272215325,-1.1000685752249524,-4.521927221532508,oscillation,0.05
224,10.837518673878439,10.507044323730074,221.6221,226.83174917203525,226.1373086054154,-0.6944405666198463,-4.51520860541541,oscillation,0.05
225,11.325930268693307,10.508569663955969,221.6221,227.97649921327803,226.13955020586377,-1.8369490074142618,-4.517450205863781,oscillation,0.05
226,10.869010803499311,10.516175332411816,221.6221,226.90556113117998,226.1507272990334,-0.7548338321465735,-4.528627299033417,oscillation,0.05
227,11.063932554464282,10.529777441997481,221.6221,227.36242309929287,226.17071660661708,-1.1917064926757917,-4.548616606617088,oscillation,0.05
228,11.188736721404743,10.54922596756587,221.6221,227.65494190263246,226.19929765554838,-1.4556442470840807,-4.577197655548389,oscillation,0.05
229,10.981083222375815,10.574306400632784,221.6221,227.16823897808837,226.2361552097205,-0.9320837683678747,-4.6140552097205045,oscillation,0.05
230,11.294446823011363,10.604742115308955,221.6221,227.90270760774388,226.2861622575316,-1.6165453502122773,-4.6640622575316115,oscillation,0.05
231,11.488742871541294,10.640197419359112,221.6221,228.35810304046782,226.36926319371855,-1.988839846749272,-4.747163193718563,oscillation,0.05
232,10.716948624979482,10.680281256736258,221.6221,226.54915438944806,226.46321259004287,-0.08594179940519098,-4.841112590042883,oscillation,0.05
233,10.67818084928847,10.724551520753874,221.6221,226.4582896079965,226.5669742269452,0.10868461894870052,-4.944874226945217,oscillation,0.05
234,11.02759044540876,10.772519930323702,221.6221,227.27724364966087,226.67940366026818,-0.5978399893926962,-5.05730366026819,oscillation,0.05
235,11.006947361549505,10.823657415476388,221.6221,227.22885992709962,226.79926084396146,-0.4295990831381573,-5.177160843961474,oscillation,0.05
236,10.861872591251402,10.87739995276515,221.6221,226.88883042934577,226.9252238072301,0.0363933778843375,-5.303123807230122,oscillation,0.05
237,10.93904612603724,10.933154786190551,221.6221,227.06971148963777,227.05590323527997,-0.013808254357797978,-5.433803235279981,oscillation,0.05
238,11.330984061969815,10.990306965032392,221.6221,227.98834440721527,227.18985779283105,-0.7984866143842169,-5.56775779283106,oscillation,0.05
239,11.23308034067092,11.04822612647942,221.6221,227.75887547121022,227.32561002140056,-0.4332654498096531,-5.703510021400575,oscillation,0.05
240,10.898928296387812,11.106273448247418,221.6221,226.97568242146372,227.4616626350023,0.4859802135385962,-5.8395626350023235,oscillation,0.05
241,10.980930726617313,11.163808694501508,221.6221,227.16788155511205,227.59651503453892,0.42863347942687824,-5.974415034538936,oscillation,0.05
242,11.01055688151155,11.220197277369277,221.6221,227.23732000087614,227.7286798587338,0.4913598578576739,-6.106579858733824,oscillation,0.05
243,11.243119598548535,11.274817256159398,221.6221,227.78240570880382,227.8566993890572,0.07429368025339045,-6.234599389057223,oscillation,0.05
244,10.568532953365459,11.327066197087568,221.6221,226.22767070130527,227.9791616277048,1.7514909263995264,-6.357061627704809,oscillation,0.05
245,11.311099096583549,11.376367817850007,221.6221,227.94173757972032,228.09471587129832,0.1529782915779947,-6.472615871298331,oscillation,0.05
246,10.691558976523,11.422178343757926,221.6221,226.48964556241322,228.20208760853632,1.7124420461231011,-6.579987608536328,oscillation,0.05
247,11.332576706892299,11.463992505327608,221.6221,227.99207728407583,228.3000925774797,0.30801529340385514,-6.677992577479699,oscillation,0.05
248,10.959765323893537,11.501349111175426,221.6221,227.11827360989093,228.38764982742833,1.269376217537399,-6.7655498274283445,oscillation,0.05
249,10.914600449995849,11.533836134751233,221.6221,227.01241516630353,228.46379364132025,1.4513784750167247,-6.841693641320262,oscillation,0.05
250,10.901430446271,11.561095258805791,221.6221,226.98154701643318,228.52768418715698,1.5461371707237959,-6.90558418715699,oscillation,0.05
251,11.051649746209417,11.582825827468762,221.6221,227.33363437804707,228.57861678097197,1.2449824029249044,-6.956516780971981,oscillation,0.05
252,11.398149507743106,11.598788162347642,221.6221,228.14576828419786,228.61602965917734,0.4702613749794864,-6.993929659177354,oscillation,0.05
253,10.857960993690615,11.608806206072577,221.6221,226.87966233932394,228.63951017456435,1.7598478352404072,-7.017410174564361,oscillation,0.05
254,10.996602210641568,11.612769464129904,221.6221,227.20461273056645,228.64879934761586,1.4441866170494109,-7.026699347615875,oscillation,0.05
255,11.170423539029594,11.610634223566919,221.6221,227.6120190553827,228.64379472293342,1.0317756675507326,-7.021694722933432,oscillation,0.05
256,11.48855089637878,11.602424035126065,221.6221,228.35765308477954,228.62455149927547,0.2668984144959268,-7.00245149927548,oscillation,0.05
257,11.08313980686103,11.588229453490845,221.6221,227.40744148789537,228.5912819207378,1.1838404328424303,-6.96918192073781,oscillation,0.05
258,10.640739185811936,11.568207038508415,221.6221,226.37053299807178,228.54435293579905,2.1738199377272736,-6.922252935799065,oscillation,0.05
259,10.876659524721118,11.542577628404938,221.6221,226.92348837538765,228.48428215004293,1.5607937746552807,-6.8621821500429405,oscillation,0.05
260,10.827355173637628,11.511623904039324,221.6221,226.80792773240643,228.41173211720087,1.6038043847944436,-6.789632117200881,oscillation,0.05
261,11.179564645290974,11.475687271060588,221.6221,227.63344418509053,228.3275030314847,0.6940588463941708,-6.705403031484707,oscillation,0.05
262,10.874066062017066,11.435164094357186,221.6221,226.91740975938228,228.23252390180187,1.3151141424195885,-6.61042390180188,oscillation,0.05
263,11.207433325754636,11.390501326330684,221.6221,227.69876342289905,228.1278423052076,0.42907888230854496,-6.505742305207605,oscillation,0.05
264,10.772692241731084,11.342191577211908,221.6221,226.67980752760627,228.01461283260033,1.3348053049940631,-6.392512832600346,oscillation,0.05
265,10.940087473329376,11.290767681791817,221.6221,227.07215222275767,227.89408435410388,0.821932131346216,-6.271984354103893,oscillation,0.05
266,11.332318456046771,11.236796822493545,221.6221,227.9914719899566,227.76758624459245,-0.22388574536415717,-6.145486244592462,oscillation,0.05
267,11.063589447948647,11.18087427360554,221.6221,227.3616189185525,227.63651372128282,0.27489480273032996,-6.0144137212828355,oscillation,0.05
268,10.929478204606898,11.123616835674065,221.6221,227.04728598097176,227.50231245511878,0.4550264741470187,-5.880212455118794,oscillation,0.05
269,11.426365131811977,11.065656032470768,221.6221,228.21190069620337,227.3664626256675,-0.8454380705358631,-5.74436262566752,oscillation,0.05
270,11.359418134209186,11.007631145569695,221.6221,228.05498882293813,227.2304625954098,-0.824526227528338,-5.608362595409801,oscillation,0.05
271,10.991979652228894,10.950182163359234,221.6221,227.19377827456725,227.09581238347187,-0.09796589109538445,-5.473712383471877,oscillation,0.05
272,11.287174329063964,10.893942722258227,221.6221,227.88566217345328,226.963997121092,-0.921665052361277,-5.341897121092018,oscillation,0.05
273,10.929594417157785,10.839533117991428,221.6221,227.04755836255293,226.83647067129095,-0.21108769126198013,-5.214370671290965,oscillation,0.05
274,11.23564625505004,10.787553464006832,221.6221,227.76488951883414,226.71463959341645,-1.0502499254176882,-5.092539593416461,oscillation,0.05
275,11.36259756625995,10.738577072494422,221.6221,228.0624408470299,226.5998476294276,-1.4625932176023184,-4.977747629427597,oscillation,0.05
276,10.622391416692679,10.69314413101073,221.6221,226.32752908563623,226.4933608830247,0.16583179738847775,-4.871260883024718,oscillation,0.05
277,10.883556488251497,10.651755744453201,221.6221,226.93965363307126,226.39635385509644,-0.5432997779748234,-4.774253855096447,oscillation,0.05
278,10.950583835166647,10.614868408098706,221.6221,227.09675383085562,226.30989648950276,-0.7868573413528566,-4.687796489502773,oscillation,0.05
279,10.82284573906581,10.582888972666069,221.6221,226.79735841860048,226.24876793505945,-0.5485904835410338,-4.626667935059459,oscillation,0.05
280,11.036112158980453,10.556170156935751,221.6221,227.2972170329021,226.2095026562036,-1.0877143766985,-4.587402656203608,oscillation,0.05
281,10.941842545223201,10.535006657420444,221.6221,227.07626579959344,226.17840132602453,-0.8978644735689159,-4.556301326024538,oscillation,0.05
282,11.164792737953913,10.519631897995158,221.6221,227.5988214576352,226.15580697819604,-1.4430144794391708,-4.533706978196051,oscillation,0.05
283,11.58368264489173,10.510215455336933,221.6221,228.5806250088492,226.14196881820652,-2.438656190642689,-4.5198688182065325,oscillation,0.05
284,10.891834409879536,10.506861188570419,221.6221,226.9590556112915,226.137039474733,-0.8220161365584886,-4.514939474733012,oscillation,0.05
285,11.391023904144598,10.509606093748456,221.6221,228.1290671347989,226.141073316215,-1.9879938185839023,-4.5189733162150105,oscillation,0.05
286,11.219346792632997,10.518419895802282,221.6221,227.72668647354965,226.154025851197,-1.5726606223526574,-4.531925851197002,oscillation,0.05
287,11.297009394138051,10.533205382461894,221.6221,227.90871381937814,226.175754219047,-1.732959600331128,-4.553654219047019,oscillation,0.05
288,11.17872541295465,10.553799476463656,221.6221,227.63147717353348,226.20601876564683,-1.4254584078866515,-4.5839187656468425,oscillation,0.05
289,11.203168072396874,10.579975034219109,221.6221,227.68876642649468,226.24448568666753,-1.4442807398271498,-4.622385686667542,oscillation,0.05
290,10.795142027470924,10.611443351106532,221.6221,226.73242583852345,226.30186876416877,-0.43055707435468094,-4.679768764168784,oscillation,0.05
291,10.88914321819972,10.647857345752989,221.6221,226.95274793592273,226.38721670085977,-0.5655312350629629,-4.765116700859778,oscillation,0.05
292,11.087744195581429,10.688815388185665,221.6221,227.4182333573628,226.483215078584,-0.9350182787787844,-4.861115078584021,oscillation,0.05
293,11.129650544198414,10.733865729629715,221.6221,227.5164543963736,226.58880507843992,-0.9276493179336853,-4.966705078439929,oscillation,0.05
294,11.255016592986316,10.782511485093936,221.6221,227.8102901509788,226.70282209024958,-1.107468060729218,-5.080722090249594,oscillation,0.05
295,10.666592863030758,10.834216113788608,221.6221,226.43112942611867,226.82400855768628,0.3928791315676108,-5.201908557686295,oscillation,0.05
296,10.981531720442266,10.88840933692892,221.6221,227.16929017790721,226.95102784855374,-0.2182623293534789,-5.328927848553747,oscillation,0.05
297,10.745854157772765,10.94449342765332,221.6221,226.61690382498278,227.0824789972396,0.46557517225681977,-5.460378997239616,oscillation,0.05
298,11.057885222185,11.00184980368179,221.6221,227.3482492263758,227.21691215673286,-0.1313370696429388,-5.594812156732871,oscillation,0.05
299,10.567811332166343,11.05984585,221.6221,226.2266102255005,227.35284458978634,1.1262343642858355,-5.7307445897863545,oscillation,0.05
